Index,Step,Point,Load_Mult,Reg Changed,Tap Changed,Reward,Regulator States,Time,creg1a,creg2a,creg3a,creg3c,creg4a,creg4b,creg4c,
24512,33,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9805.2,6,14,1,-11,-7,-12,-9,
24513,34,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9805.6,6,14,1,-11,-7,-12,-9,
24514,35,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9806.0,6,14,1,-11,-7,-12,-9,
24515,36,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9806.4,6,14,1,-11,-7,-12,-9,
24516,37,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9806.8,6,14,1,-11,-7,-12,-9,
24517,38,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9807.2,6,14,1,-11,-7,-12,-9,
24518,39,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9807.6,6,14,1,-11,-7,-12,-9,
24519,40,1,0.3599999999999999,creg3a,1,-61.19609534491697,,9808.0,6,14,1,-11,-7,-12,-9,
24520,41,1,0.3599999999999999,creg3a,-1,-62.19068112386368,,9808.4,6,14,-1,-11,-7,-12,-9,
24521,42,1,0.3599999999999999,creg2a,-3,-29.605285830723634,,9808.8,6,-3,-1,-11,-7,-12,-9,
24522,43,1,0.3599999999999999,creg2a,-11,-25.072502113067955,,9809.2,6,-11,-1,-11,-7,-12,-9,
24523,44,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9809.6,6,-11,-1,-11,-7,-12,-9,
24524,45,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9810.0,6,-11,-1,-11,-7,-12,-9,
24525,46,1,0.3599999999999999,creg4b,5,-340.93374018726047,,9810.4,6,-11,-1,-11,-7,5,-9,
24526,47,1,0.3599999999999999,creg4b,-12,-29.572502113067955,,9810.8,6,-11,-1,-11,-7,-12,-9,
24527,48,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9811.2,6,-11,-1,-11,-7,-12,-9,
24528,49,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9811.6,6,-11,-1,-11,-7,-12,-9,
24529,50,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9812.0,6,-11,-1,-11,-7,-12,-9,
24530,51,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9812.4,6,-11,-1,-11,-7,-12,-9,
24531,52,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9812.8,6,-11,-1,-11,-7,-12,-9,
24532,53,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9813.2,6,-11,-1,-11,-7,-12,-9,
24533,54,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9813.6,6,-11,-1,-11,-7,-12,-9,
24534,55,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9814.0,6,-11,-1,-11,-7,-12,-9,
24535,56,1,0.3599999999999999,creg2a,15,-74.19635326110921,,9814.4,6,15,-1,-11,-7,-12,-9,
24536,57,1,0.3599999999999999,creg2a,-11,-34.072502113067955,,9814.8,6,-11,-1,-11,-7,-12,-9,
24537,58,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9815.2,6,-11,-1,-11,-7,-12,-9,
24538,59,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9815.6,6,-11,-1,-11,-7,-12,-9,
24539,60,1,0.3599999999999999,creg2a,-11,-21.072502113067955,,9816.0,6,-11,-1,-11,-7,-12,-9,
24540,61,1,0.3599999999999999,creg4a,11,-421.8366199767981,,9816.4,6,-11,-1,-11,11,-12,-9,
24541,62,1,0.3599999999999999,creg4c,0,-412.8366199767981,,9816.8,6,-11,-1,-11,11,-12,-9,
24542,63,1,0.3599999999999999,creg4c,0,-412.8366199767981,,9817.2,6,-11,-1,-11,11,-12,-9,
24543,64,1,0.3599999999999999,creg4c,0,-412.8366199767981,,9817.6,6,-11,-1,-11,11,-12,-9,
24544,65,1,0.3599999999999999,creg1a,6,-412.8366199767981,,9818.0,6,-11,-1,-11,11,-12,-9,
24545,66,1,0.3599999999999999,creg1a,6,-412.8366199767981,,9818.4,6,-11,-1,-11,11,-12,-9,
24546,67,1,0.3599999999999999,creg1a,6,-412.8366199767981,,9818.8,6,-11,-1,-11,11,-12,-9,
24547,68,1,0.3599999999999999,creg1a,6,-412.8366199767981,,9819.2,6,-11,-1,-11,11,-12,-9,
24548,69,1,0.3599999999999999,creg1a,6,-412.8366199767981,,9819.6,6,-11,-1,-11,11,-12,-9,
24549,70,1,0.3599999999999999,creg1a,6,-412.8366199767981,,9820.0,6,-11,-1,-11,11,-12,-9,
24550,71,1,0.3599999999999999,creg1a,6,-412.8366199767981,,9820.4,6,-11,-1,-11,11,-12,-9,
24551,72,1,0.3599999999999999,creg1a,6,-412.8366199767981,,9820.8,6,-11,-1,-11,11,-12,-9,
24552,73,1,0.3599999999999999,creg1a,6,-412.8366199767981,,9821.2,6,-11,-1,-11,11,-12,-9,
24553,74,1,0.3599999999999999,creg1a,6,-412.8366199767981,,9821.6,6,-11,-1,-11,11,-12,-9,
24554,75,1,0.3599999999999999,creg1a,6,-412.8366199767981,,9822.0,6,-11,-1,-11,11,-12,-9,
24555,76,1,0.3599999999999999,creg1a,6,-412.8366199767981,,9822.4,6,-11,-1,-11,11,-12,-9,
24556,77,1,0.3599999999999999,creg4a,-4,-28.738736572213345,,9822.8,6,-11,-1,-11,-4,-12,-9,
24557,78,1,0.3599999999999999,creg2a,-11,-21.238736572213345,,9823.2,6,-11,-1,-11,-4,-12,-9,
24558,79,1,0.3599999999999999,creg2a,-11,-21.238736572213345,,9823.6,6,-11,-1,-11,-4,-12,-9,
24559,80,1,0.3599999999999999,creg2a,-11,-21.238736572213345,,9824.0,6,-11,-1,-11,-4,-12,-9,
24560,81,1,0.3599999999999999,creg2a,-11,-21.238736572213345,,9824.4,6,-11,-1,-11,-4,-12,-9,
24561,82,1,0.3599999999999999,creg2a,-11,-21.238736572213345,,9824.8,6,-11,-1,-11,-4,-12,-9,
24562,83,1,0.3599999999999999,creg2a,-11,-21.238736572213345,,9825.2,6,-11,-1,-11,-4,-12,-9,
24563,84,1,0.3599999999999999,creg2a,-11,-21.238736572213345,,9825.6,6,-11,-1,-11,-4,-12,-9,
24564,85,1,0.3599999999999999,creg2a,-11,-21.238736572213345,,9826.0,6,-11,-1,-11,-4,-12,-9,
24565,86,1,0.3599999999999999,creg2a,-11,-21.238736572213345,,9826.4,6,-11,-1,-11,-4,-12,-9,
24566,87,1,0.3599999999999999,creg2a,-11,-21.238736572213345,,9826.8,6,-11,-1,-11,-4,-12,-9,
24567,88,1,0.3599999999999999,creg2a,-11,-21.238736572213345,,9827.2,6,-11,-1,-11,-4,-12,-9,
24568,89,1,0.3599999999999999,creg3c,-11,-21.238736572213345,,9827.6,6,-11,-1,-11,-4,-12,-9,
24569,90,1,0.3599999999999999,creg4b,-9,-22.916826563720633,,9828.0,6,-11,-1,-11,-4,-9,-9,
24570,91,1,0.3599999999999999,creg3c,-11,-21.416826563720633,,9828.4,6,-11,-1,-11,-4,-9,-9,
24571,92,1,0.3599999999999999,creg3c,-11,-21.416826563720633,,9828.8,6,-11,-1,-11,-4,-9,-9,
24572,93,1,0.3599999999999999,creg3c,-11,-21.416826563720633,,9829.2,6,-11,-1,-11,-4,-9,-9,
24573,94,1,0.3599999999999999,creg3c,-11,-21.416826563720633,,9829.6,6,-11,-1,-11,-4,-9,-9,
24574,95,1,0.3599999999999999,creg3c,-11,-21.416826563720633,,9830.0,6,-11,-1,-11,-4,-9,-9,
24575,96,1,0.3599999999999999,creg3c,-11,-21.416826563720633,,9830.4,6,-11,-1,-11,-4,-9,-9,
24576,97,1,0.3599999999999999,creg3c,-11,-21.416826563720633,,9830.8,6,-11,-1,-11,-4,-9,-9,
24577,98,1,0.3599999999999999,creg2a,-1,-26.458278087958433,,9831.2,6,-1,-1,-11,-4,-9,-9,
24578,99,1,0.3599999999999999,creg3c,-11,-21.458278087958433,,9831.6,6,-1,-1,-11,-4,-9,-9,
24579,100,1,0.3599999999999999,creg3c,-11,-21.458278087958433,,9832.0,6,-1,-1,-11,-4,-9,-9,
24580,101,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9832.4,6,-1,-1,-11,-4,-9,-9,
24581,102,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9832.8,6,-1,-1,-11,-4,-9,-9,
24582,103,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9833.2,6,-1,-1,-11,-4,-9,-9,
24583,104,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9833.6,6,-1,-1,-11,-4,-9,-9,
24584,105,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9834.0,6,-1,-1,-11,-4,-9,-9,
24585,106,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9834.4,6,-1,-1,-11,-4,-9,-9,
24586,107,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9834.8,6,-1,-1,-11,-4,-9,-9,
24587,108,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9835.2,6,-1,-1,-11,-4,-9,-9,
24588,109,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9835.6,6,-1,-1,-11,-4,-9,-9,
24589,110,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9836.0,6,-1,-1,-11,-4,-9,-9,
24590,111,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9836.4,6,-1,-1,-11,-4,-9,-9,
24591,112,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9836.8,6,-1,-1,-11,-4,-9,-9,
24592,113,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9837.2,6,-1,-1,-11,-4,-9,-9,
24593,114,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9837.6,6,-1,-1,-11,-4,-9,-9,
24594,115,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9838.0,6,-1,-1,-11,-4,-9,-9,
24595,116,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9838.4,6,-1,-1,-11,-4,-9,-9,
24596,117,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9838.8,6,-1,-1,-11,-4,-9,-9,
24597,118,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9839.2,6,-1,-1,-11,-4,-9,-9,
24598,119,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9839.6,6,-1,-1,-11,-4,-9,-9,
24599,120,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9840.0,6,-1,-1,-11,-4,-9,-9,
24600,121,1,0.3599999999999999,creg3a,-1,-21.458278087958433,,9840.4,6,-1,-1,-11,-4,-9,-9,
24601,122,1,0.3599999999999999,creg3a,-6,-23.944814279325,,9840.8,6,-1,-6,-11,-4,-9,-9,
24602,123,1,0.3599999999999999,creg4b,-12,-22.766369004897204,,9841.2,6,-1,-6,-11,-4,-12,-9,
24603,124,1,0.3599999999999999,creg2a,-11,-26.225461187290847,,9841.6,6,-11,-6,-11,-4,-12,-9,
24604,125,1,0.3599999999999999,creg2a,-11,-21.225461187290847,,9842.0,6,-11,-6,-11,-4,-12,-9,
24605,126,1,0.3599999999999999,creg2a,-11,-21.225461187290847,,9842.4,6,-11,-6,-11,-4,-12,-9,
24606,127,1,0.3599999999999999,creg2a,-11,-21.225461187290847,,9842.8,6,-11,-6,-11,-4,-12,-9,
24607,128,1,0.3599999999999999,creg2a,-11,-21.225461187290847,,9843.2,6,-11,-6,-11,-4,-12,-9,
24608,129,1,0.3599999999999999,creg2a,-11,-21.225461187290847,,9843.6,6,-11,-6,-11,-4,-12,-9,
24609,130,1,0.3599999999999999,creg3c,14,-83.75939893584315,,9844.0,6,-11,-6,14,-4,-12,-9,
24610,131,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9844.4,6,-11,-6,14,-4,-11,-9,
24611,132,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9844.8,6,-11,-6,14,-4,-11,-9,
24612,133,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9845.2,6,-11,-6,14,-4,-11,-9,
24613,134,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9845.6,6,-11,-6,14,-4,-11,-9,
24614,135,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9846.0,6,-11,-6,14,-4,-11,-9,
24615,136,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9846.4,6,-11,-6,14,-4,-11,-9,
24616,137,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9846.8,6,-11,-6,14,-4,-11,-9,
24617,138,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9847.2,6,-11,-6,14,-4,-11,-9,
24618,139,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9847.6,6,-11,-6,14,-4,-11,-9,
24619,140,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9848.0,6,-11,-6,14,-4,-11,-9,
24620,141,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9848.4,6,-11,-6,14,-4,-11,-9,
24621,142,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9848.8,6,-11,-6,14,-4,-11,-9,
24622,143,1,0.3599999999999999,creg1a,11,-1634.1823860119177,,9849.2,11,-11,-6,14,-4,-11,-9,
24623,144,1,0.3599999999999999,creg1a,6,-73.81658007211314,,9849.6,6,-11,-6,14,-4,-11,-9,
24624,145,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9850.0,6,-11,-6,14,-4,-11,-9,
24625,146,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9850.4,6,-11,-6,14,-4,-11,-9,
24626,147,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9850.8,6,-11,-6,14,-4,-11,-9,
24627,148,1,0.3599999999999999,creg4b,-11,-71.31658007211314,,9851.2,6,-11,-6,14,-4,-11,-9,
24628,149,1,0.3599999999999999,creg4c,16,-446.01719707122214,,9851.6,6,-11,-6,14,-4,-11,16,
24629,150,1,0.3599999999999999,creg4c,-9,-83.81658007211314,,9852.0,6,-11,-6,14,-4,-11,-9,
24630,151,1,0.3599999999999999,creg3a,-1,-73.82986234709688,,9852.4,6,-11,-1,14,-4,-11,-9,
24631,152,1,0.3599999999999999,creg3a,-1,-71.32986234709688,,9852.8,6,-11,-1,14,-4,-11,-9,
24632,153,1,0.3599999999999999,creg3a,-1,-71.32986234709688,,9853.2,6,-11,-1,14,-4,-11,-9,
24633,154,1,0.3599999999999999,creg3c,13,-71.32645051190175,,9853.6,6,-11,-1,13,-4,-11,-9,
24634,155,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9854.0,6,-11,-1,13,-4,-11,-9,
24635,156,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9854.4,6,-11,-1,13,-4,-11,-9,
24636,157,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9854.8,6,-11,-1,13,-4,-11,-9,
24637,158,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9855.2,6,-11,-1,13,-4,-11,-9,
24638,159,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9855.6,6,-11,-1,13,-4,-11,-9,
24639,160,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9856.0,6,-11,-1,13,-4,-11,-9,
24640,161,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9856.4,6,-11,-1,13,-4,-11,-9,
24641,162,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9856.8,6,-11,-1,13,-4,-11,-9,
24642,163,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9857.2,6,-11,-1,13,-4,-11,-9,
24643,164,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9857.6,6,-11,-1,13,-4,-11,-9,
24644,165,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9858.0,6,-11,-1,13,-4,-11,-9,
24645,166,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9858.4,6,-11,-1,13,-4,-11,-9,
24646,167,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9858.8,6,-11,-1,13,-4,-11,-9,
24647,168,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9859.2,6,-11,-1,13,-4,-11,-9,
24648,169,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9859.6,6,-11,-1,13,-4,-11,-9,
24649,170,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9860.0,6,-11,-1,13,-4,-11,-9,
24650,171,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9860.4,6,-11,-1,13,-4,-11,-9,
24651,172,1,0.3599999999999999,creg3a,-1,-71.32645051190175,,9860.8,6,-11,-1,13,-4,-11,-9,
24652,173,1,0.3599999999999999,creg2a,-11,-71.32645051190175,,9861.2,6,-11,-1,13,-4,-11,-9,
24653,174,1,0.3599999999999999,creg2a,-11,-71.32645051190175,,9861.6,6,-11,-1,13,-4,-11,-9,
24654,175,1,0.3599999999999999,creg2a,-11,-71.32645051190175,,9862.0,6,-11,-1,13,-4,-11,-9,
24655,176,1,0.3599999999999999,creg2a,-1,-76.36753401441766,,9862.4,6,-1,-1,13,-4,-11,-9,
24656,177,1,0.3599999999999999,creg2a,-11,-76.32645051214958,,9862.8,6,-11,-1,13,-4,-11,-9,
24657,178,1,0.3599999999999999,creg2a,-11,-71.32645051214958,,9863.2,6,-11,-1,13,-4,-11,-9,
24658,179,1,0.3599999999999999,creg2a,-11,-71.32645051214958,,9863.6,6,-11,-1,13,-4,-11,-9,
24659,180,1,0.3599999999999999,creg4b,12,-394.95070630108904,,9864.0,6,-11,-1,13,-4,12,-9,
24660,181,1,0.3599999999999999,creg4b,-12,-83.2692167597216,,9864.4,6,-11,-1,13,-4,-12,-9,
24661,182,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9864.8,6,-11,-1,13,-4,-12,-9,
24662,183,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9865.2,6,-11,-1,13,-4,-12,-9,
24663,184,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9865.6,6,-11,-1,13,-4,-12,-9,
24664,185,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9866.0,6,-11,-1,13,-4,-12,-9,
24665,186,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9866.4,6,-11,-1,13,-4,-12,-9,
24666,187,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9866.8,6,-11,-1,13,-4,-12,-9,
24667,188,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9867.2,6,-11,-1,13,-4,-12,-9,
24668,189,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9867.6,6,-11,-1,13,-4,-12,-9,
24669,190,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9868.0,6,-11,-1,13,-4,-12,-9,
24670,191,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9868.4,6,-11,-1,13,-4,-12,-9,
24671,192,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9868.8,6,-11,-1,13,-4,-12,-9,
24672,193,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9869.2,6,-11,-1,13,-4,-12,-9,
24673,194,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9869.6,6,-11,-1,13,-4,-12,-9,
24674,195,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9870.0,6,-11,-1,13,-4,-12,-9,
24675,196,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9870.4,6,-11,-1,13,-4,-12,-9,
24676,197,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9870.8,6,-11,-1,13,-4,-12,-9,
24677,198,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9871.2,6,-11,-1,13,-4,-12,-9,
24678,199,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9871.6,6,-11,-1,13,-4,-12,-9,
24679,200,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9872.0,6,-11,-1,13,-4,-12,-9,
24680,201,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9872.4,6,-11,-1,13,-4,-12,-9,
24681,202,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9872.8,6,-11,-1,13,-4,-12,-9,
24682,203,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9873.2,6,-11,-1,13,-4,-12,-9,
24683,204,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9873.6,6,-11,-1,13,-4,-12,-9,
24684,205,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9874.0,6,-11,-1,13,-4,-12,-9,
24685,206,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9874.4,6,-11,-1,13,-4,-12,-9,
24686,207,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9874.8,6,-11,-1,13,-4,-12,-9,
24687,208,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9875.2,6,-11,-1,13,-4,-12,-9,
24688,209,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9875.6,6,-11,-1,13,-4,-12,-9,
24689,210,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9876.0,6,-11,-1,13,-4,-12,-9,
24690,211,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9876.4,6,-11,-1,13,-4,-12,-9,
24691,212,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9876.8,6,-11,-1,13,-4,-12,-9,
24692,213,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9877.2,6,-11,-1,13,-4,-12,-9,
24693,214,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9877.6,6,-11,-1,13,-4,-12,-9,
24694,215,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9878.0,6,-11,-1,13,-4,-12,-9,
24695,216,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9878.4,6,-11,-1,13,-4,-12,-9,
24696,217,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9878.8,6,-11,-1,13,-4,-12,-9,
24697,218,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9879.2,6,-11,-1,13,-4,-12,-9,
24698,219,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9879.6,6,-11,-1,13,-4,-12,-9,
24699,220,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9880.0,6,-11,-1,13,-4,-12,-9,
24700,221,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9880.4,6,-11,-1,13,-4,-12,-9,
24701,222,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9880.8,6,-11,-1,13,-4,-12,-9,
24702,223,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9881.2,6,-11,-1,13,-4,-12,-9,
24703,224,1,0.3599999999999999,creg2a,-11,-71.2692167597216,,9881.6,6,-11,-1,13,-4,-12,-9,
24704,225,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9882.0,6,-11,-1,13,-4,-11,-9,
24705,226,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9882.4,6,-11,-1,13,-4,-11,-9,
24706,227,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9882.8,6,-11,-1,13,-4,-11,-9,
24707,228,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9883.2,6,-11,-1,13,-4,-11,-9,
24708,229,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9883.6,6,-11,-1,13,-4,-11,-9,
24709,230,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9884.0,6,-11,-1,13,-4,-11,-9,
24710,231,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9884.4,6,-11,-1,13,-4,-11,-9,
24711,232,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9884.8,6,-11,-1,13,-4,-11,-9,
24712,233,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9885.2,6,-11,-1,13,-4,-11,-9,
24713,234,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9885.6,6,-11,-1,13,-4,-11,-9,
24714,235,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9886.0,6,-11,-1,13,-4,-11,-9,
24715,236,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9886.4,6,-11,-1,13,-4,-11,-9,
24716,237,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9886.8,6,-11,-1,13,-4,-11,-9,
24717,238,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9887.2,6,-11,-1,13,-4,-11,-9,
24718,239,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9887.6,6,-11,-1,13,-4,-11,-9,
24719,240,1,0.3599999999999999,creg4b,-11,-71.32645051190175,,9888.0,6,-11,-1,13,-4,-11,-9,
24720,241,1,0.3599999999999999,creg2a,14,-123.94423830470228,,9888.4,6,14,-1,13,-4,-11,-9,
24721,242,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9888.8,6,14,-1,13,-4,-12,-9,
24722,243,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9889.2,6,14,-1,13,-4,-12,-9,
24723,244,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9889.6,6,14,-1,13,-4,-12,-9,
24724,245,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9890.0,6,14,-1,13,-4,-12,-9,
24725,246,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9890.4,6,14,-1,13,-4,-12,-9,
24726,247,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9890.8,6,14,-1,13,-4,-12,-9,
24727,248,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9891.2,6,14,-1,13,-4,-12,-9,
24728,249,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9891.6,6,14,-1,13,-4,-12,-9,
24729,250,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9892.0,6,14,-1,13,-4,-12,-9,
24730,251,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9892.4,6,14,-1,13,-4,-12,-9,
24731,252,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9892.8,6,14,-1,13,-4,-12,-9,
24732,253,1,0.3599999999999999,creg4b,-11,-111.44423830470228,,9893.2,6,14,-1,13,-4,-11,-9,
24733,254,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9893.6,6,14,-1,13,-4,-12,-9,
24734,255,1,0.3599999999999999,creg4b,-11,-111.44423830470228,,9894.0,6,14,-1,13,-4,-11,-9,
24735,256,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9894.4,6,14,-1,13,-4,-12,-9,
24736,257,1,0.3599999999999999,creg4b,-11,-111.44423830470228,,9894.8,6,14,-1,13,-4,-11,-9,
24737,258,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9895.2,6,14,-1,13,-4,-12,-9,
24738,259,1,0.3599999999999999,creg4b,-11,-111.44423830470228,,9895.6,6,14,-1,13,-4,-11,-9,
24739,260,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9896.0,6,14,-1,13,-4,-12,-9,
24740,261,1,0.3599999999999999,creg4b,-11,-111.44423830470228,,9896.4,6,14,-1,13,-4,-11,-9,
24741,262,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9896.8,6,14,-1,13,-4,-12,-9,
24742,263,1,0.3599999999999999,creg4b,-11,-111.44423830470228,,9897.2,6,14,-1,13,-4,-11,-9,
24743,264,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9897.6,6,14,-1,13,-4,-12,-9,
24744,265,1,0.3599999999999999,creg4b,-11,-111.44423830470228,,9898.0,6,14,-1,13,-4,-11,-9,
24745,266,1,0.3599999999999999,creg4b,-12,-111.38655573541402,,9898.4,6,14,-1,13,-4,-12,-9,
24746,267,1,0.3599999999999999,creg4b,-11,-111.44423830470228,,9898.8,6,14,-1,13,-4,-11,-9,
